condition,split,sign,q8,feature,feature_group,n_proteins,n_selected_segments,n_control_segments,selected_macro_protein_mean,control_macro_protein_mean,selected_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm2_frozen_bilstm_attn,train,-1,H,mean_cross_domain_contact_fraction,inter_domain_geometry,566,2994,1325,0.023921724888693655,0.031995411471198394,-0.008073686582504742,-0.014565146864697866,-0.0015822263003116184,True,0.07855504887227041,0.1308971656581649
esm2_frozen_bilstm_attn,train,-1,E,mean_ca_curvature_degrees,experimental_geometry,444,1346,1736,58.33863686940852,59.12363082321523,-0.7849939538067243,-1.4247415709085998,-0.14524633670484888,True,0.002779230968194268,0.006862461300612387
esm2_frozen_bilstm_attn,train,-1,E,max_ca_curvature_degrees,experimental_geometry,444,1346,1736,74.62037369202898,73.18933652482445,1.4310371672045124,0.5935503279641198,2.268524006444905,True,0.003954835437787244,0.009372870036787662
esm2_frozen_bilstm_attn,train,-1,E,mean_abs_ca_virtual_torsion_degrees,experimental_geometry,444,1346,1734,143.24037439641197,137.328302866013,5.912071530398958,4.165492503554296,7.65865055724362,True,8.199421639047726e-13,6.8350378783101845e-12
esm2_frozen_bilstm_attn,train,-1,E,max_abs_ca_virtual_torsion_degrees,experimental_geometry,444,1346,1734,172.59586593349465,166.90073050079363,5.695135432701021,4.189757936755689,7.200512928646353,True,8.374649682529454e-22,1.5490624205672824e-20
esm2_frozen_bilstm_attn,train,-1,E,ca_end_to_end_ratio,experimental_geometry,439,1328,1628,0.8196028531340079,0.8354257929809349,-0.015822939846926936,-0.025403404845414635,-0.006242474848439237,True,3.0426112398792466e-05,0.00010440398173284878
esm2_frozen_bilstm_attn,train,-1,E,mean_contact_degree,contact_network,444,1346,1737,8.152757989119289,6.964917774985993,1.1878402141332955,1.037270045861501,1.3384103824050901,True,5.227309515526242e-39,2.1787426060713375e-37
esm2_frozen_bilstm_attn,train,-1,E,max_contact_degree,contact_network,444,1346,1737,10.402920653075451,8.752793511800865,1.650127141274587,1.4617680802789914,1.8384862022701827,True,2.068240934975214e-45,1.3756002473898976e-43
esm2_frozen_bilstm_attn,train,-1,E,mean_inverse_distance_weighted_degree,contact_network,444,1346,1737,1.3543402416400592,1.149879409623666,0.2044608320163935,0.1792607878442433,0.22966087618854372,True,1.1152561221867728e-40,5.0525951274722484e-39
esm2_frozen_bilstm_attn,train,-1,E,max_inverse_distance_weighted_degree,contact_network,444,1346,1737,1.70530083705755,1.4299413779086412,0.2753594591489085,0.24524833857072445,0.3054705797270926,True,1.0759312707932294e-47,8.85095040131483e-46
esm2_frozen_bilstm_attn,train,-1,E,mean_betweenness,contact_network,444,1346,1737,0.030196039177174096,0.022882987959294502,0.007313051217879594,0.005619736321309344,0.009006366114449844,True,2.261296146777016e-20,3.662596764158006e-19
esm2_frozen_bilstm_attn,train,-1,E,max_betweenness,contact_network,444,1346,1737,0.06352476783135035,0.04648574311007712,0.017039024721273218,0.013261033981956358,0.020817015460590078,True,4.863279134555796e-25,1.1517129223198043e-23
esm2_frozen_bilstm_attn,train,-1,E,mean_closeness,contact_network,444,1346,1737,0.2053583023885096,0.19807801521620905,0.007280287172300572,0.005017708304976431,0.009542866039624714,True,6.055866871493288e-12,4.768423133573808e-11
esm2_frozen_bilstm_attn,train,-1,E,mean_participation_coefficient,contact_network,444,1346,1737,0.21596257761385565,0.2066661950512283,0.009296382562627355,-0.0034698089331985094,0.02206257405845322,True,0.15848343303529044,0.23317410233463523
esm2_frozen_bilstm_attn,train,-1,E,community_boundary_fraction,contact_network,444,1346,1737,0.5222118713556634,0.5005863051084829,0.021625566247180567,-0.005630106850346896,0.04888123934470803,True,0.13660358642879006,0.20629121312869456
esm2_frozen_bilstm_attn,train,-1,E,mean_distance_to_domain_boundary,inter_domain_geometry,443,1344,1733,44.14960802989509,40.20339867994454,3.946209349950547,1.5565975985356326,6.335821101365461,True,0.001142950805313617,0.003043325568492646
esm2_frozen_bilstm_attn,train,-1,E,near_domain_boundary_fraction,inter_domain_geometry,443,1344,1733,0.018218811240374742,0.06647380972490163,-0.04825499848452689,-0.062348504429148986,-0.034161492539904796,True,6.862348291726808e-18,9.051350531619411e-17
esm2_frozen_bilstm_attn,train,-1,E,mean_cross_domain_contacts,inter_domain_geometry,443,1344,1733,0.17629909554541068,0.26647213867340913,-0.09017304312799847,-0.1378469000805509,-0.04249918617544603,True,0.00256373296788812,0.00638075577835849
esm2_frozen_bilstm_attn,train,-1,E,mean_cross_domain_contact_fraction,inter_domain_geometry,443,1344,1733,0.021561002791679912,0.03549975365944422,-0.013938750867764315,-0.020470323060456277,-0.007407178675072352,True,0.0003340141037907827,0.0009579156774770522
esm2_frozen_bilstm_attn,train,-1,C,mean_ca_curvature_degrees,experimental_geometry,56,65,581,67.37063053895386,64.63382918567615,2.7368013532777336,-0.20906443883964965,5.682667145395117,True,0.08087768809368001,0.13360443197571317
